district,timestamp,lat,lon,temp,feels_like,pressure,humidity,clouds,wind_speed,wind_deg,weather_main,weather_desc,PM2_5
Samphanthawong,1742000400,13.7408,100.5137,301.21,303.67,1012,68,20,4.23,181,Clouds,few clouds,58.43
Thon Buri,1742356800,13.7229,100.4907,303.9,304.33,1016,44,11,4.64,72,Clouds,few clouds,121.16
Bangkok Yai,1741982400,13.7314,100.4806,301.13,304.18,1009,73,3,4.53,184,Clear,clear sky,16.04
Huai Khwang,1742158800,13.7788,100.5759,303.35,308.18,1008,68,12,3.68,172,Clouds,few clouds,58.82
Khlong San,1741975200,13.7348,100.5042,301.22,303.95,1010,70,26,4.7,184,Clouds,scattered clouds,33.16
Taling Chan,1742054400,13.7702,100.4429,302.13,307.62,1010,79,20,3.6,200,Rain,moderate rain,19.82
Bang Khun Thian,1741928400,13.6703,100.4578,307.57,313.22,1011,52,88,4.48,183,Clouds,overcast clouds,3.87
Phasi Charoen,1741921200,13.7214,100.4357,306.46,310.69,1012,52,100,3.29,184,Clouds,overcast clouds,57.39
Phasi Charoen,1742065200,13.7214,100.4357,301.13,304.6,1009,76,100,4.59,191,Clouds,overcast clouds,16.87
Nong Khaem,1742234400,13.7153,100.3792,304.26,310.14,1011,67,16,3.03,187,Clouds,few clouds,7.27
Nong Khaem,1742374800,13.7153,100.3792,307.75,309.09,1010,38,13,3.41,92,Clouds,few clouds,81.22
Rat Burana,1742205600,13.6865,100.4925,307.13,311.5,1008,50,97,4.05,181,Clouds,overcast clouds,29.25
Bang Phlat,1742187600,13.7951,100.5015,308.89,315.89,1011,52,9,3.65,156,Clear,clear sky,45.8
Din Daeng,1742094000,13.7663,100.5562,307.04,314.04,1012,61,94,3.61,190,Clouds,overcast clouds,39.75
Chatuchak,1742346000,13.8166,100.5557,301.94,303.28,1016,56,11,4.64,90,Clouds,few clouds,48.37
Chom Thong,1742112000,13.6853,100.4674,310.33,317.33,1007,47,10,5.29,174,Clear,clear sky,36.97
Don Mueang,1742230800,13.9125,100.5989,302.59,307.96,1012,75,20,4.12,170,Clouds,few clouds,43.78
Don Mueang,1742335200,13.9125,100.5989,300.54,301.83,1013,61,20,2.57,110,Clouds,few clouds,67.24
Lat Phrao,1742389200,13.8078,100.5701,303.93,305.04,1014,48,20,3.6,100,Clouds,few clouds,43.51
Watthana,1742054400,13.7369,100.5847,302.09,305.75,1010,70,69,4.92,193,Rain,heavy intensity rain,36.81
Sai Mai,1742299200,13.9248,100.6385,306.11,310.87,1009,55,20,3.6,100,Clouds,few clouds,28.89
Khan Na Yao,1742119200,13.8159,100.6669,309.53,316.53,1006,62,20,5.14,190,Clouds,few clouds,83.39
Phra Nakhon,1742335200,13.7563,100.5018,300.09,300.45,1013,49,58,3.92,83,Clouds,broken clouds,106.55
Dusit,1742162400,13.7842,100.5117,303.16,307.74,1009,68,18,3.89,155,Clouds,few clouds,72.04
Bang Kapi,1742130000,13.7554,100.6309,302.73,308.09,1009,74,16,4.83,126,Clouds,few clouds,55.75
Bang Kapi,1742209200,13.7554,100.6309,307.12,314.12,1008,59,100,4.33,184,Clouds,overcast clouds,42.14
Bang Kapi,1742328000,13.7554,100.6309,302.82,304.33,1012,54,58,3.53,97,Clouds,broken clouds,68.81
Pathum Wan,1742288400,13.7445,100.5342,309.56,316.56,1008,49,59,2.33,216,Clouds,broken clouds,47.75
Phra Khanong,1741798800,13.7088,100.6022,302.12,306.97,1009,76,94,5.96,189,Clouds,overcast clouds,34.8
Phra Khanong,1742047200,13.7088,100.6022,303.12,308.12,1010,70,64,4.97,177,Clouds,broken clouds,40.32
Min Buri,1742040000,13.8053,100.755,306.06,313.06,1009,66,20,5.66,200,Clouds,few clouds,21.48
Lat Krabang,1741885200,13.7262,100.7562,300.82,306.33,1012,93,48,4.48,201,Clouds,scattered clouds,13.22
Taling Chan,1742000400,13.7702,100.4429,304.84,311.84,1012,69,20,1.54,110,Clouds,few clouds,25.67
Bang Khun Thian,1741870800,13.6703,100.4578,302.6,305.88,1009,65,70,6.06,178,Rain,light rain,10.67
Bang Khun Thian,1742191200,13.6703,100.4578,308.17,314.27,1010,51,15,4.72,180,Clouds,few clouds,52.68
Phasi Charoen,1742011200,13.7214,100.4357,307.89,313.6,1012,51,24,4.28,190,Clouds,few clouds,19.56
Rat Burana,1742025600,13.6865,100.4925,309.18,315.48,1008,48,72,5.32,187,Clouds,broken clouds,8.02
Din Daeng,1742216400,13.7663,100.5562,303.09,306.27,1010,62,6,5.35,160,Clear,clear sky,32.4
Bueng Kum,1741910400,13.7895,100.6558,302.05,309.05,1012,99,99,2.01,177,Clouds,overcast clouds,70.76
Sathon,1742108400,13.7211,100.5289,309.89,316.89,1008,52,6,4.84,172,Clear,clear sky,34.87
Chatuchak,1741827600,13.8166,100.5557,301.12,305.64,1011,83,20,3.6,100,Clouds,few clouds,73.25
Prawet,1741903200,13.7196,100.6698,302.6,309.6,1010,99,77,2.55,180,Clouds,broken clouds,50.92
Prawet,1742212800,13.7196,100.6698,305.96,312.96,1009,71,20,5.66,180,Clouds,few clouds,55.04
Chom Thong,1741798800,13.6853,100.4674,303.13,308.88,1009,73,92,5.39,191,Clouds,overcast clouds,12.8
Chom Thong,1741831200,13.6853,100.4674,306.22,310.48,1011,53,100,3.63,179,Clouds,overcast clouds,22.97
Chom Thong,1741993200,13.6853,100.4674,300.13,302.4,1010,75,11,3.76,179,Clouds,few clouds,6.28
Chom Thong,1742068800,13.6853,100.4674,301.13,304.6,1009,76,100,4.38,187,Clouds,overcast clouds,7.23
Don Mueang,1741960800,13.9125,100.5989,302.12,306.57,1011,74,20,3.6,190,Clouds,few clouds,54.4
Ratchathewi,1742083200,13.7547,100.5342,301.11,304.56,1011,76,100,2.98,178,Clouds,overcast clouds,53.42
Lat Phrao,1741975200,13.8078,100.5701,301.11,305.61,1010,83,20,2.06,200,Clouds,few clouds,33.16
Lat Phrao,1742248800,13.8078,100.5701,301.11,305.61,1010,83,20,2.06,110,Clouds,few clouds,107.31
Watthana,1742022000,13.7369,100.5847,309.02,316.02,1009,51,76,5.42,186,Clouds,broken clouds,61.28
Khan Na Yao,1741849200,13.8159,100.6669,308.08,315.08,1007,71,40,4.63,210,Clouds,scattered clouds,31.87
Saphan Sung,1742227200,13.761,100.6726,302.3,307.01,1012,74,20,5.14,190,Clouds,few clouds,74.67
Khlong Sam Wa,1742277600,13.8647,100.7351,308.5,315.5,1011,69,20,3.6,110,Clouds,few clouds,14.36
Phra Nakhon,1741975200,13.7563,100.5018,301.22,303.95,1010,70,26,4.7,184,Clouds,scattered clouds,33.16
Phra Nakhon,1742277600,13.7563,100.5018,309.33,316.33,1011,52,48,2.6,144,Clouds,scattered clouds,86.97
Dusit,1742169600,13.7842,100.5117,303.11,309.6,1010,76,38,2.69,155,Clouds,scattered clouds,98.57
Bang Khen,1741867200,13.8644,100.5843,306.07,313.07,1007,68,85,6.2,184,Rain,light rain,43.34
Bang Khen,1742126400,13.8644,100.5843,306.12,310.9,1007,55,20,4.12,190,Clouds,few clouds,134.92
Phra Khanong,1742072400,13.7088,100.6022,302.12,307.38,1009,78,100,4.26,190,Clouds,overcast clouds,30.9
Yannawa,1742133600,13.6896,100.5369,303.64,308.88,1010,68,20,4.98,153,Clouds,few clouds,80.38
Samphanthawong,1742356800,13.7408,100.5137,304.38,305.19,1016,45,11,4.53,70,Clouds,few clouds,121.16
Phaya Thai,1741798800,13.7719,100.5385,302.99,308.27,1009,72,89,5.27,192,Clouds,overcast clouds,34.8
Phaya Thai,1741996800,13.7719,100.5385,300.22,302.48,1011,74,59,3.85,181,Clouds,broken clouds,49.5
Thon Buri,1742374800,13.7229,100.4907,308.07,309.93,1010,39,13,3.64,87,Clouds,few clouds,74.54
Huai Khwang,1741852800,13.7788,100.5759,308.32,315.32,1007,54,79,5.14,186,Clouds,broken clouds,30.6
Huai Khwang,1742209200,13.7788,100.5759,307.12,314.12,1008,59,100,4.33,184,Clouds,overcast clouds,29.15
Khlong San,1742288400,13.7348,100.5042,309.56,316.56,1008,49,59,2.33,216,Clouds,broken clouds,47.75
Bangkok Noi,1742011200,13.7634,100.4735,307.89,313.6,1012,51,24,4.28,190,Clouds,few clouds,19.56
Bang Phlat,1742158800,13.7951,100.5015,303.28,309.27,1008,73,20,2.57,140,Clouds,few clouds,58.82
Din Daeng,1742342400,13.7663,100.5562,299.09,299.02,1015,49,54,4.1,80,Clouds,broken clouds,103.19
Bueng Kum,1741939200,13.7895,100.6558,305.94,312.94,1010,79,45,4.79,197,Clouds,scattered clouds,24.18
Prawet,1741917600,13.7196,100.6698,304.27,311.27,1013,93,98,3.21,170,Clouds,overcast clouds,89.8
Prawet,1742068800,13.7196,100.6698,301.96,307.37,1009,80,20,4.12,210,Clouds,few clouds,30.71
Khlong Toei,1742284800,13.7126,100.5582,309.86,316.86,1008,50,51,2.99,180,Clouds,broken clouds,52.76
Khlong Toei,1742371200,13.7126,100.5582,308.82,311.64,1011,40,15,3.74,77,Clouds,few clouds,79.78
Khlong Toei,1742396400,13.7126,100.5582,303.43,303.84,1016,45,100,5.51,84,Clouds,overcast clouds,72.77
Chom Thong,1741921200,13.6853,100.4674,306.46,310.69,1012,52,100,3.29,184,Clouds,overcast clouds,6.8
Lat Phrao,1741813200,13.8078,100.5701,302.12,307.59,1008,79,20,2.57,210,Clouds,few clouds,46.6
Lat Phrao,1741816800,13.8078,100.5701,302.12,307.59,1008,79,20,2.57,180,Clouds,few clouds,51.59
Lat Phrao,1741917600,13.8078,100.5701,305.9,310.1,1012,54,94,3.03,180,Clouds,overcast clouds,89.8
Khan Na Yao,1742317200,13.8159,100.6669,303.13,307.67,1012,68,20,3.09,120,Clouds,few clouds,42.4
Khlong Sam Wa,1741928400,13.8647,100.7351,308.16,315.16,1012,67,94,4.42,198,Clouds,overcast clouds,7.65
Phra Nakhon,1742140800,13.7563,100.5018,303.09,307.81,1010,69,35,4.72,190,Clouds,scattered clouds,60.1
Dusit,1742302800,13.7842,100.5117,305.89,311.67,1010,59,96,4.7,180,Clouds,overcast clouds,60.64
Bang Rak,1742104800,13.7259,100.5283,309.53,316.53,1009,51,60,4.34,176,Clouds,broken clouds,32.95
Bang Khen,1741986000,13.8644,100.5843,301.09,305.72,1009,84,20,2.57,180,Clouds,few clouds,32.63
Bang Khen,1742144400,13.8644,100.5843,303.37,309.25,1010,72,20,4.63,170,Clouds,few clouds,88.0
Bang Kapi,1741899600,13.7554,100.6309,301.22,304.23,1009,72,72,3.33,179,Clouds,broken clouds,55.89
Pathum Wan,1741849200,13.7445,100.5342,308.49,315.49,1007,56,57,5.07,190,Clouds,broken clouds,31.87
Min Buri,1742209200,13.8053,100.755,307.18,314.18,1008,65,20,6.17,190,Clouds,few clouds,28.41
Bangkok Yai,1742313600,13.7314,100.4806,304.23,309.5,1012,65,33,3.86,163,Clouds,scattered clouds,82.18
Huai Khwang,1742014800,13.7788,100.5759,308.14,315.14,1011,54,24,4.31,192,Clouds,few clouds,58.02
Huai Khwang,1742292000,13.7788,100.5759,309.4,316.4,1008,49,61,2.63,234,Clouds,broken clouds,43.47
Khlong San,1742101200,13.7348,100.5042,308.79,315.79,1010,53,81,4.23,180,Clouds,broken clouds,28.75
Taling Chan,1741914000,13.7702,100.4429,304.8,308.08,1012,55,95,3.14,176,Clouds,overcast clouds,58.96
Taling Chan,1742382000,13.7702,100.4429,307.54,310.42,1010,44,33,2.89,72,Clouds,scattered clouds,68.41
Bangkok Noi,1741906800,13.7634,100.4735,300.95,304.07,1010,75,84,2.68,191,Clouds,broken clouds,43.76
Bangkok Noi,1742382000,13.7634,100.4735,306.04,306.97,1010,41,36,3.81,98,Clouds,scattered clouds,68.41
Rat Burana,1741896000,13.6865,100.4925,301.27,304.33,1009,72,60,3.55,187,Clouds,broken clouds,5.37
Rat Burana,1741942800,13.6865,100.4925,308.69,314.71,1008,49,43,4.82,180,Clouds,scattered clouds,4.38
Bang Sue,1741806000,13.8009,100.5297,302.09,306.5,1008,74,14,4.34,197,Clouds,few clouds,39.42
Khlong Toei,1742050800,13.7126,100.5582,302.09,305.21,1010,67,60,4.45,193,Clouds,broken clouds,39.37
Suan Luang,1741874400,13.7212,100.6406,300.12,301.96,1010,70,84,6.86,183,Clouds,broken clouds,49.42
Ratchathewi,1741885200,13.7547,100.5342,301.91,305.19,1010,69,41,4.69,196,Clouds,scattered clouds,51.04
Lat Phrao,1742014800,13.8078,100.5701,308.11,315.11,1011,55,40,3.09,170,Clouds,scattered clouds,58.02
Lat Phrao,1742310000,13.8078,100.5701,304.28,311.28,1012,71,20,4.12,180,Clouds,few clouds,63.48
Watthana,1742299200,13.7369,100.5847,307.71,313.55,1010,52,64,4.17,193,Clouds,broken clouds,45.34
Sai Mai,1741802400,13.9248,100.6385,302.15,306.64,1008,74,20,3.6,190,Clouds,few clouds,46.75
Sai Mai,1741989600,13.9248,100.6385,300.28,303.81,1009,86,20,2.57,170,Clouds,few clouds,50.16
Khan Na Yao,1742198400,13.8159,100.6669,308.38,314.38,1008,50,40,3.6,170,Clouds,scattered clouds,27.75
Khan Na Yao,1742277600,13.8159,100.6669,308.5,315.5,1011,69,20,3.6,110,Clouds,few clouds,14.36
Saphan Sung,1741964400,13.761,100.6726,302.13,306.6,1011,74,20,5.14,200,Clouds,few clouds,48.24
Wang Thonglang,1741950000,13.7889,100.612,307.53,312.75,1009,51,30,5.53,176,Clouds,scattered clouds,24.9
Wang Thonglang,1742371200,13.7889,100.612,308.82,311.64,1011,40,15,3.74,77,Clouds,few clouds,52.0
Khlong Sam Wa,1741820400,13.8647,100.7351,302.13,306.4,1008,73,20,2.57,180,Clouds,few clouds,23.43
Bang Kapi,1741860000,13.7554,100.6309,307.55,313.94,1006,54,88,4.93,180,Clouds,overcast clouds,30.35
Bang Kapi,1741917600,13.7554,100.6309,305.87,310.03,1012,54,100,3.16,178,Clouds,overcast clouds,89.8
Pom Prap Sattru Phai,1742241600,13.7504,100.5097,301.1,304.12,1010,73,33,2.8,182,Clouds,scattered clouds,43.06
Min Buri,1742000400,13.8053,100.755,302.65,309.65,1012,88,20,3.6,180,Clouds,few clouds,16.66
Thon Buri,1742202000,13.7229,100.4907,308.72,315.64,1008,51,97,5.24,183,Clouds,overcast clouds,35.08
Bangkok Yai,1742122800,13.7314,100.4806,308.13,314.17,1006,51,46,5.95,162,Clouds,scattered clouds,51.18
Huai Khwang,1742212800,13.7788,100.5759,305.78,312.43,1009,62,85,5.29,161,Clouds,overcast clouds,27.55
Huai Khwang,1742382000,13.7788,100.5759,307.04,309.18,1010,43,35,3.75,94,Clouds,scattered clouds,68.41
Khlong San,1742158800,13.7348,100.5042,303.35,308.18,1008,68,12,3.68,172,Clouds,few clouds,58.82
Bang Khun Thian,1741874400,13.6703,100.4578,302.6,306.27,1010,67,85,6.45,183,Clouds,overcast clouds,10.22
Bang Khun Thian,1742202000,13.6703,100.4578,308.72,315.64,1008,51,97,5.24,183,Clouds,overcast clouds,35.08
Phasi Charoen,1741852800,13.7214,100.4357,308.5,314.67,1007,50,76,5.1,182,Clouds,broken clouds,20.68
Phasi Charoen,1742133600,13.7214,100.4357,303.73,309.1,1010,68,21,4.73,152,Clouds,few clouds,80.38
Nong Khaem,1742238000,13.7153,100.3792,304.26,309.86,1011,66,39,2.83,181,Clouds,scattered clouds,7.86
Nong Khaem,1742360400,13.7153,100.3792,308.68,309.33,1015,33,12,4.13,69,Clouds,few clouds,117.46
Rat Burana,1742176800,13.6865,100.4925,305.25,311.41,1012,63,17,3.96,144,Clouds,few clouds,68.78
Din Daeng,1741939200,13.7663,100.5562,308.09,313.68,1008,50,50,4.94,184,Clouds,scattered clouds,24.18
Bueng Kum,1742274000,13.7895,100.6558,307.34,314.34,1012,68,20,3.6,100,Clouds,few clouds,53.19
Sathon,1742187600,13.7211,100.5289,308.86,315.86,1011,53,9,3.65,162,Clear,clear sky,45.8
Sathon,1742378400,13.7211,100.5289,307.57,309.88,1010,42,19,3.64,86,Clouds,few clouds,70.11
Sathon,1742385600,13.7211,100.5289,305.89,307.64,1012,45,47,4.07,97,Clouds,scattered clouds,67.2
Chatuchak,1741838400,13.8166,100.5557,307.26,314.26,1011,63,96,3.81,190,Rain,light rain,43.16
Chatuchak,1742025600,13.8166,100.5557,309.01,316.01,1008,51,40,3.6,250,Clouds,scattered clouds,64.6
Chatuchak,1742212800,13.8166,100.5557,306.54,313.54,1009,62,20,5.66,180,Clouds,few clouds,47.39
Prawet,1741978800,13.7196,100.6698,302.65,309.65,1009,90,20,4.12,210,Clouds,few clouds,30.32
Khlong Toei,1742068800,13.7126,100.5582,301.2,304.76,1009,76,100,4.29,188,Clouds,overcast clouds,30.71
Chom Thong,1742058000,13.6853,100.4674,302.13,306.21,1010,72,72,4.72,189,Clouds,broken clouds,8.83
Don Mueang,1742043600,13.9125,100.5989,304.12,309.51,1010,66,20,4.63,180,Clouds,few clouds,81.26
Don Mueang,1742392800,13.9125,100.5989,303.17,303.63,1015,46,20,3.6,100,Clouds,few clouds,45.89
Ratchathewi,1742040000,13.7547,100.5342,305.86,312.86,1009,69,81,5.31,180,Clouds,broken clouds,44.68
Ratchathewi,1742076000,13.7547,100.5342,301.11,304.56,1009,76,100,3.54,184,Clouds,overcast clouds,34.34
Watthana,1742025600,13.7369,100.5847,309.05,316.05,1008,51,84,5.09,190,Clouds,broken clouds,64.6
Sai Mai,1742209200,13.9248,100.6385,306.57,313.38,1007,59,20,3.6,180,Clouds,few clouds,28.41
Wang Thonglang,1741946400,13.7889,100.612,308.09,314.08,1008,51,34,5.27,179,Clouds,scattered clouds,22.05
Phra Nakhon,1741917600,13.7563,100.5018,305.87,310.03,1012,54,100,3.16,178,Clouds,overcast clouds,89.8
Phra Nakhon,1742248800,13.7563,100.5018,301.08,304.21,1010,74,37,2.43,175,Clouds,scattered clouds,76.02
Bang Rak,1741845600,13.7259,100.5283,307.94,314.94,1008,56,92,4.77,187,Clouds,overcast clouds,32.88
Bang Khen,1741921200,13.8644,100.5843,306.45,310.67,1013,52,96,3.17,185,Clouds,overcast clouds,96.1
Bang Kapi,1741842000,13.7554,100.6309,306.42,310.92,1010,53,94,4.53,184,Rain,light rain,35.65
Pathum Wan,1741982400,13.7445,100.5342,301.11,304.0,1009,72,4,4.45,185,Clear,clear sky,31.09
Pathum Wan,1742018400,13.7445,100.5342,308.63,315.63,1010,53,36,5.05,188,Clouds,scattered clouds,59.41
Pathum Wan,1742144400,13.7445,100.5342,304.05,310.19,1010,69,31,4.83,191,Clouds,scattered clouds,54.89
Pathum Wan,1742302800,13.7445,100.5342,305.89,311.67,1010,59,96,4.7,180,Clouds,overcast clouds,60.64
Phra Khanong,1742086800,13.7088,100.6022,304.57,311.57,1011,70,74,3.94,184,Clouds,broken clouds,63.05
Phra Khanong,1742122800,13.7088,100.6022,306.12,311.89,1006,58,38,6.46,164,Clouds,scattered clouds,74.59
Phra Khanong,1742284800,13.7088,100.6022,309.59,312.82,1009,39,40,4.54,194,Clouds,scattered clouds,26.13
Min Buri,1741910400,13.8053,100.755,302.05,309.05,1012,99,99,2.01,177,Clouds,overcast clouds,20.73
Min Buri,1742144400,13.8053,100.755,303.13,309.14,1010,74,20,4.63,180,Clouds,few clouds,51.57
Min Buri,1742220000,13.8053,100.755,303.13,309.14,1011,74,40,6.17,190,Clouds,scattered clouds,80.7
Lat Krabang,1741921200,13.7262,100.7562,305.94,312.94,1013,82,99,3.18,190,Clouds,overcast clouds,24.64
Yannawa,1741978800,13.6896,100.5369,302.12,306.57,1010,74,2,5.17,185,Clear,clear sky,11.21
Yannawa,1742209200,13.6896,100.5369,307.09,312.81,1008,54,100,4.16,182,Clouds,overcast clouds,29.15
Yannawa,1742245200,13.6896,100.5369,301.12,304.44,1010,75,19,2.87,184,Clouds,few clouds,56.36
Yannawa,1742284800,13.6896,100.5369,309.59,312.82,1009,39,40,4.54,194,Clouds,scattered clouds,52.76
Samphanthawong,1742119200,13.7408,100.5137,309.86,316.86,1006,50,36,6.28,159,Clouds,scattered clouds,44.36
Samphanthawong,1742245200,13.7408,100.5137,301.1,304.26,1010,74,26,2.72,182,Clouds,scattered clouds,56.36
Thon Buri,1742396400,13.7229,100.4907,303.74,304.26,1016,45,100,5.59,82,Clouds,overcast clouds,72.77
Huai Khwang,1742036400,13.7788,100.5759,307.62,314.62,1008,59,93,4.89,182,Clouds,overcast clouds,57.64
Taling Chan,1741806000,13.7702,100.4429,302.13,306.6,1008,74,20,4.63,210,Clouds,few clouds,25.29
Bangkok Noi,1741885200,13.7634,100.4735,301.85,305.23,1010,70,41,4.81,195,Clouds,scattered clouds,28.01
Nong Khaem,1742202000,13.7153,100.3792,308.68,312.75,1008,44,66,5.32,173,Clouds,broken clouds,17.42
Bang Phlat,1742122800,13.7951,100.5015,308.13,314.58,1006,52,20,3.6,190,Clouds,few clouds,51.18
Bang Phlat,1742180400,13.7951,100.5015,306.07,313.07,1012,67,20,2.57,150,Clouds,few clouds,65.35
Bueng Kum,1741863600,13.7895,100.6558,306.49,313.49,1006,75,40,4.63,170,Clouds,scattered clouds,38.5
Bang Sue,1742335200,13.8009,100.5297,300.09,300.45,1013,49,58,3.92,83,Clouds,broken clouds,67.24
Chatuchak,1742302800,13.8166,100.5557,306.41,312.25,1010,57,20,2.57,110,Clouds,few clouds,40.03
Prawet,1742144400,13.7196,100.6698,303.13,309.14,1010,74,20,4.63,180,Clouds,few clouds,57.32
Khlong Toei,1742295600,13.7126,100.5582,309.05,315.59,1008,49,62,3.31,236,Clouds,broken clouds,43.04
Chom Thong,1742274000,13.6853,100.4674,307.54,313.91,1012,54,43,2.62,132,Clouds,scattered clouds,119.97
Don Mueang,1741827600,13.9125,100.5989,301.12,305.64,1011,83,20,3.6,100,Clouds,few clouds,79.53
Don Mueang,1742086800,13.9125,100.5989,302.93,309.93,1011,87,20,3.09,160,Clouds,few clouds,33.8
Don Mueang,1742205600,13.9125,100.5989,307.12,311.15,1008,49,20,4.12,130,Clouds,few clouds,45.82
Ratchathewi,1741881600,13.7547,100.5342,303.12,310.12,1010,95,67,5.5,191,Clouds,broken clouds,51.28
Ratchathewi,1741982400,13.7547,100.5342,301.11,304.0,1009,72,4,4.45,185,Clear,clear sky,31.09
Ratchathewi,1742184000,13.7547,100.5342,307.14,314.14,1012,60,9,3.76,152,Clear,clear sky,43.57
Lat Phrao,1741809600,13.8078,100.5701,302.12,306.57,1008,74,20,5.14,210,Clouds,few clouds,42.85
Watthana,1742036400,13.7369,100.5847,307.62,314.62,1008,59,93,4.89,182,Clouds,overcast clouds,57.64
Wang Thonglang,1741845600,13.7889,100.612,307.94,314.94,1008,56,92,4.77,187,Clouds,overcast clouds,32.88
Wang Thonglang,1742000400,13.7889,100.612,301.21,303.67,1012,68,20,4.23,181,Clouds,few clouds,58.43
Bang Khen,1742011200,13.8644,100.5843,308.06,315.06,1012,55,25,3.84,189,Clouds,scattered clouds,70.78
Bang Kapi,1741863600,13.7554,100.6309,307.07,313.14,1006,55,90,5.09,176,Clouds,overcast clouds,38.5
Pathum Wan,1742187600,13.7445,100.5342,308.86,315.86,1011,53,9,3.65,162,Clear,clear sky,45.8
Pom Prap Sattru Phai,1741910400,13.7504,100.5097,301.25,304.58,1011,74,100,2.36,185,Clouds,overcast clouds,70.76
Min Buri,1742068800,13.8053,100.755,301.96,307.37,1009,80,20,4.12,210,Clouds,few clouds,15.2
Min Buri,1742238000,13.8053,100.755,302.39,309.39,1011,89,20,4.63,190,Clouds,few clouds,106.04
Lat Krabang,1741852800,13.7262,100.7562,307.92,314.92,1006,66,40,5.14,190,Clouds,scattered clouds,13.18
Yannawa,1742158800,13.6896,100.5369,303.5,308.54,1008,68,13,4.34,174,Clouds,few clouds,58.82
Yannawa,1742212800,13.6896,100.5369,305.37,311.39,1009,62,86,5.84,164,Clouds,overcast clouds,27.55
Yannawa,1742313600,13.6896,100.5369,304.11,309.21,1012,65,25,4.01,164,Clouds,scattered clouds,82.18
Samphanthawong,1741816800,13.7408,100.5137,302.09,306.9,1008,76,46,3.71,186,Clouds,scattered clouds,51.59
Samphanthawong,1742202000,13.7408,100.5137,308.72,315.64,1008,51,100,4.86,186,Clouds,overcast clouds,35.08
Phaya Thai,1741874400,13.7719,100.5385,302.47,309.47,1010,94,86,6.43,184,Clouds,overcast clouds,49.42
Thon Buri,1741860000,13.7229,100.4907,308.04,313.57,1006,50,87,4.87,178,Clouds,overcast clouds,16.91
Thon Buri,1742205600,13.7229,100.4907,307.13,311.5,1008,50,97,4.05,181,Clouds,overcast clouds,29.25
Taling Chan,1742050800,13.7702,100.4429,302.13,306.6,1010,74,20,4.12,200,Clouds,few clouds,20.93
Bangkok Noi,1741809600,13.7634,100.4735,302.13,306.79,1008,75,14,3.84,194,Clouds,few clouds,26.87
Bangkok Noi,1742338800,13.7634,100.4735,301.99,302.84,1014,52,64,3.98,80,Clouds,broken clouds,100.6
Phasi Charoen,1741838400,13.7214,100.4357,304.62,306.14,1011,48,94,4.09,189,Clouds,overcast clouds,38.96
Rat Burana,1741910400,13.6865,100.4925,301.21,304.49,1011,74,100,2.44,186,Clouds,overcast clouds,6.1
Din Daeng,1742011200,13.7663,100.5562,307.51,314.51,1012,56,25,4.11,191,Clouds,scattered clouds,70.78
